x y dx dy
100.8	0.099501552	0.0994	 0.03 
100.8333	0.099517854	0.0994	 0.03 
100.8667	0.09658392	0.0994	 0.03 
100.9	0.083152931	0.0994	 0.03 
100.9333	0.063021954	0.0994	 0.03 
100.9667	0.044409589	0.0994	 0.03 
101	0.021937881	0.0994	 0.03 
101.0333	-0.004469078	0.0994	 0.03 
101.0667	-0.027214971	0.0994	 0.03 
101.1	-0.05571817	0.0994	 0.03 
101.1333	-0.078384552	0.0994	 0.03 
101.1667	-0.100784457	0.0994	 0.03 
101.2	-0.123236232	0.0994	 0.03 
101.2333	-0.127901742	0.0994	 0.03 
101.2667	-0.134394611	0.0994	 0.03 
101.3	-0.140297541	0.0994	 0.03 
101.3333	-0.142624362	0.0994	 0.03 
101.3667	-0.139545566	0.0994	 0.03 
101.4	-0.127269741	0.0994	 0.03 
101.4333	-0.105149176	0.0994	 0.03 
101.4667	-0.081594718	0.0994	 0.03 
101.5	-0.056215799	0.0994	 0.03 
101.5333	-0.031001708	0.0994	 0.03 
101.5667	-0.004038266	0.0994	 0.03 
101.6	0.01863769	0.0994	 0.03 
101.6333	0.043449832	0.0994	 0.03 
101.6667	0.061345286	0.0994	 0.03 
101.7	0.073900138	0.0994	 0.03 
101.7333	0.08821833	0.0994	 0.03 
101.7667	0.100009111	0.0994	 0.03 
101.8	0.103392799	0.0994	 0.03 
101.7667	0.100009111	0.0994	 0.03 
101.8	0.103392799	0.0994	 0.03 
101.8333	0.107671683	0.0994	 0.03 
101.8667	0.10287845	0.0994	 0.03 
101.9	0.095917379	0.0994	 0.03 
101.9333	0.077790878	0.0994	 0.03 
101.9667	0.056709866	0.0994	 0.03 
102	0.032881724	0.0994	 0.03 
102.0333	0.010307874	0.0994	 0.03 
102.0667	-0.017747433	0.0994	 0.03 
102.1	-0.044224095	0.0994	 0.03 
102.1333	-0.070515037	0.0994	 0.03 
102.1667	-0.094432627	0.0994	 0.03 
102.2	-0.114564215	0.0994	 0.03 
102.2333	-0.127528119	0.0994	 0.03 
102.2667	-0.136765309	0.0994	 0.03 
102.3	-0.144867634	0.0994	 0.03 
102.3333	-0.146735136	0.0994	 0.03 
102.3667	-0.141544352	0.0994	 0.03 
102.4	-0.130274133	0.0994	 0.03 
102.4333	-0.114052938	0.0994	 0.03 
102.4667	-0.093193915	0.0994	 0.03 
102.5	-0.070278719	0.0994	 0.03 
102.5333	-0.043636478	0.0994	 0.03 
102.5667	-0.019166647	0.0994	 0.03 
102.6	0.007911164	0.0994	 0.03 
102.6333	0.031430064	0.0994	 0.03 
102.6667	0.052800242	0.0994	 0.03 
102.7	0.070385411	0.0994	 0.03 
102.7333	0.088285002	0.0994	 0.03 
102.7667	0.094732475	0.0994	 0.03 
102.8	0.100215217	0.0994	 0.03 
102.8333	0.100784788	0.0994	 0.03 
102.8667	0.096977265	0.0994	 0.03 
102.9	0.09220653	0.0994	 0.03 
102.9333	0.071253171	0.0994	 0.03 
102.9667	0.054389294	0.0994	 0.03 
103	0.034547745	0.0994	 0.03 
103.0333	0.010919359	0.0994	 0.03 
103.0667	-0.017209952	0.0994	 0.03 
103.1	-0.041924833	0.0994	 0.03 
103.1333	-0.066763329	0.0994	 0.03 
103.1667	-0.091696318	0.0994	 0.03 
103.2	-0.11203724	0.0994	 0.03 
103.2333	-0.126078711	0.0994	 0.03 
103.2667	-0.133448136	0.0994	 0.03 
103.3	-0.141454328	0.0994	 0.03 
103.3333	-0.141737839	0.0994	 0.03 
103.3667	-0.140058501	0.0994	 0.03 
103.4	-0.128494525	0.0994	 0.03 
